chain,project,symbol,yield_status,yield_side,tvl_usd,apy,apy_base,reward_share,yield_score,peg_symbol,peg_status,peg_side,peg_price,peg_deviation,peg_score,match_kind,score,status,side,reason,next_step
Arbitrum,fluid-lending,USDC,yield_context_watch,none,38571267.00,4.820000,4.820000,0.00000000,8.009683,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,8.009683,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Arbitrum/fluid-lending custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,BBQUSDT,yield_context_watch,none,25502026.00,4.711960,4.711960,0.00000000,7.975071,,,,0.00000000,0.00000000,0.00000000,none,7.975071,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,STEAKUSDC,yield_context_watch,none,66484994.00,4.219530,4.219530,0.00000000,7.918738,,,,0.00000000,0.00000000,0.00000000,none,7.918738,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Flare,mystic-finance-lending,COREUSDT0,yield_context_watch,none,19612815.00,14.455570,4.052720,0.71964302,7.723942,,,,0.00000000,0.00000000,0.00000000,none,7.723942,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Flare/mystic-finance-lending custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,SKYMONEYUSDTSAVINGS,yield_context_watch,none,75645455.00,5.421420,4.739650,0.12575488,7.707522,,,,0.00000000,0.00000000,0.00000000,none,7.707522,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,pendle,SRUSDE,yield_context_watch,none,10991956.00,4.668400,4.668400,0.00000000,7.669701,,,,0.00000000,0.00000000,0.00000000,none,7.669701,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/pendle custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,STEAKEURCV,yield_context_watch,none,77894868.00,4.000000,4.000000,0.00000000,7.566463,,,,0.00000000,0.00000000,0.00000000,none,7.566463,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,GTUSDCRWA,yield_context_watch,none,12988683.00,4.696770,4.696770,0.00000000,7.545070,,,,0.00000000,0.00000000,0.00000000,none,7.545070,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Base,morpho-blue,GTUSDCP,yield_context_watch,none,77500863.00,3.921220,3.921220,0.00000000,7.534373,,,,0.00000000,0.00000000,0.00000000,none,7.534373,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Base/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,bitwise-uscc,USCC,yield_context_watch,none,143303596.00,3.256750,3.256750,0.00000000,7.528994,,,,0.00000000,0.00000000,0.00000000,none,7.528994,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/bitwise-uscc custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,BBQUSDC,yield_context_watch,none,18823180.00,4.471740,4.471740,0.00000000,7.431024,,,,0.00000000,0.00000000,0.00000000,none,7.431024,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,fluid-lending,USDT,yield_context_watch,none,103844765.00,5.380000,4.060000,0.24535316,7.429027,USDT,watch,none,0.99925452,-0.00074548,18.18843091,exact_symbol,7.429027,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Ethereum/fluid-lending custody, APY source, withdrawal path, capacity, and exit liquidity"
Base,morpho-blue,BBQUSDC,yield_context_watch,none,30004355.00,4.635070,4.635070,0.00000000,7.366837,,,,0.00000000,0.00000000,0.00000000,none,7.366837,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Base/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,ARMUSDCS,yield_context_watch,none,31233095.00,4.316440,4.316440,0.00000000,7.357728,,,,0.00000000,0.00000000,0.00000000,none,7.357728,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,STEAKUSDC,yield_context_watch,none,99754208.00,3.454880,3.454880,0.00000000,7.344554,,,,0.00000000,0.00000000,0.00000000,none,7.344554,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
BSC,blackrock-buidl,BUIDL,yield_context_watch,none,110279153.00,3.205180,3.205180,0.00000000,7.328423,BUIDL,watch,none,1.00000000,0.00000000,14.21025244,exact_symbol,7.328423,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check BSC/blackrock-buidl custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,GUSDCQ,yield_context_watch,none,28867781.00,4.210410,4.210410,0.00000000,7.149240,,,,0.00000000,0.00000000,0.00000000,none,7.149240,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Pharos,centrifuge-protocol,USDC,yield_context_watch,none,15057960.00,4.759970,4.759970,0.00000000,7.014429,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,7.014429,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Pharos/centrifuge-protocol custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,ARMUSDCP,yield_context_watch,none,20589829.00,4.178820,4.178820,0.00000000,6.959663,,,,0.00000000,0.00000000,0.00000000,none,6.959663,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,crvusd,SCRVUSD,yield_context_watch,none,20364409.00,4.631200,4.631200,0.00000000,6.607224,crvUSD,peg_supply_stress_watch,none,1.00004052,0.00004052,25.40517268,leading_s_wrapper,6.861276,yield_supply_stress_watch,watch_supply_or_redemption_risk,yield asset has material supply stress even though price is near peg,"check crvUSD supply change, issuer updates, redemption route, and pool exit liquidity"
Ethereum,frax,SFRXUSD,yield_context_watch,none,33931094.00,3.850000,3.850000,0.00000000,6.776996,FRXUSD,watch,none,1.00030343,0.00030343,28.03430296,leading_s_wrapper,6.776996,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Ethereum/frax custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,strata-markets,SRUSDE,yield_context_watch,none,63488603.00,3.488150,3.488150,0.00000000,6.768078,,,,0.00000000,0.00000000,0.00000000,none,6.768078,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/strata-markets custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,HUSDT,yield_context_watch,none,12435629.00,4.373990,4.373990,0.00000000,6.563709,,,,0.00000000,0.00000000,0.00000000,none,6.563709,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Base,morpho-blue,PUSDC,yield_context_watch,none,30203054.00,3.840790,3.840790,0.00000000,6.425139,,,,0.00000000,0.00000000,0.00000000,none,6.425139,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Base/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,GTUSDC,yield_context_watch,none,33479131.00,3.657910,3.657910,0.00000000,6.355481,,,,0.00000000,0.00000000,0.00000000,none,6.355481,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Base,morpho-blue,FRUSDC,yield_context_watch,none,23862097.00,3.840800,3.840800,0.00000000,6.297946,,,,0.00000000,0.00000000,0.00000000,none,6.297946,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Base/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Avalanche,spark-savings,USDC,yield_context_watch,none,26475659.00,3.600000,3.600000,0.00000000,6.272449,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,6.272449,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Avalanche/spark-savings custody, APY source, withdrawal path, capacity, and exit liquidity"
Flare,clearpool-lending,USDX,yield_context_watch,none,28198541.00,3.498070,3.498070,0.00000000,6.160601,,,,0.00000000,0.00000000,0.00000000,none,6.160601,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Flare/clearpool-lending custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,fluid-lending,USDC,yield_context_watch,none,107760826.00,4.710000,3.440000,0.26963907,6.124388,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,6.124388,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Ethereum/fluid-lending custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,dolomite,USD1,paper_incentive_yield_watch,watch_incentive_decay,29287305.00,10.204040,3.714320,0.63599515,6.060683,USD1,watch,none,0.99847063,-0.00152937,40.29367357,exact_symbol,6.060683,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Ethereum/dolomite custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,SENPYUSDPRIMEV2,yield_context_watch,none,79266570.00,7.091390,3.296610,0.53512499,5.945407,,,,0.00000000,0.00000000,0.00000000,none,5.945407,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Solana,jupiter-lend,USDT,yield_context_watch,none,18348568.00,3.551440,3.551440,0.00000000,5.936661,USDT,watch,none,0.99925452,-0.00074548,18.18843091,exact_symbol,5.936661,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Solana/jupiter-lend custody, APY source, withdrawal path, capacity, and exit liquidity"
Polygon,blackrock-buidl,BUIDL,yield_context_watch,none,14178555.00,3.515260,3.515260,0.00000000,5.902683,BUIDL,watch,none,1.00000000,0.00000000,14.21025244,exact_symbol,5.902683,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Polygon/blackrock-buidl custody, APY source, withdrawal path, capacity, and exit liquidity"
Solana,kamino-lend,PYUSD,yield_context_watch,none,12641412.00,3.372610,3.372610,0.00000000,5.611984,PYUSD,peg_supply_stress_watch,none,0.99998929,-0.00001071,25.10705786,exact_symbol,5.863055,yield_supply_stress_watch,watch_supply_or_redemption_risk,yield asset has material supply stress even though price is near peg,"check PYUSD supply change, issuer updates, redemption route, and pool exit liquidity"
Ethereum,frankencoin,ZCHF,yield_context_watch,none,12824959.00,3.500000,3.500000,0.00000000,5.856499,,,,0.00000000,0.00000000,0.00000000,none,5.856499,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/frankencoin custody, APY source, withdrawal path, capacity, and exit liquidity"
Base,yo-protocol,USDC,yield_context_watch,none,12441838.00,3.635660,3.635660,0.00000000,5.756257,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,5.756257,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Base/yo-protocol custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,STEAKUSDTBETHENA,yield_context_watch,none,110613848.00,6.574620,3.174620,0.51714015,5.713420,,,,0.00000000,0.00000000,0.00000000,none,5.713420,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,VBSHUSDC,yield_context_watch,none,18369783.00,3.442670,3.442670,0.00000000,5.706822,,,,0.00000000,0.00000000,0.00000000,none,5.706822,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,concrete,CTDEFIUSDT,yield_context_watch,none,41168222.00,3.748520,3.748520,0.00000000,5.703970,,,,0.00000000,0.00000000,0.00000000,none,5.703970,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/concrete custody, APY source, withdrawal path, capacity, and exit liquidity"
OP Mainnet,blackrock-buidl,BUIDL,yield_context_watch,none,26202924.00,3.205260,3.205260,0.00000000,5.647026,BUIDL,watch,none,1.00000000,0.00000000,14.21025244,exact_symbol,5.647026,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check OP Mainnet/blackrock-buidl custody, APY source, withdrawal path, capacity, and exit liquidity"
Arbitrum,blackrock-buidl,BUIDL,yield_context_watch,none,25550164.00,3.205330,3.205330,0.00000000,5.634077,BUIDL,watch,none,1.00000000,0.00000000,14.21025244,exact_symbol,5.634077,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Arbitrum/blackrock-buidl custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,openeden-usdo,USDO,yield_context_watch,none,34025085.00,3.098770,3.098770,0.00000000,5.608336,,,,0.00000000,0.00000000,0.00000000,none,5.608336,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/openeden-usdo custody, APY source, withdrawal path, capacity, and exit liquidity"
Base,aave-v3,USDC,yield_context_watch,none,28735174.00,3.135730,3.135730,0.00000000,5.589141,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,5.589141,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Base/aave-v3 custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,3jane-lending,USD3,yield_context_watch,none,20601374.00,3.359490,3.359490,0.00000000,5.520943,,,,0.00000000,0.00000000,0.00000000,none,5.520943,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/3jane-lending custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,pendle,SRUSDE,yield_context_watch,none,10991956.00,3.644370,3.501010,0.03933739,5.441124,,,,0.00000000,0.00000000,0.00000000,none,5.441124,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/pendle custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,dolomite,USDC,yield_context_watch,none,24902412.00,8.332360,3.472380,0.58326573,5.404901,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,5.404901,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Ethereum/dolomite custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,pendle,USDAT,yield_context_watch,none,12202975.00,4.456590,3.636680,0.18397699,5.315210,,,,0.00000000,0.00000000,0.00000000,none,5.315210,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/pendle custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,SBMORPHOUSDC,yield_context_watch,none,10394896.00,3.267340,3.267340,0.00000000,5.272622,,,,0.00000000,0.00000000,0.00000000,none,5.272622,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Solana,bitwise-uscc,USCC,yield_context_watch,none,29273866.00,3.256750,3.256750,0.00000000,5.248399,,,,0.00000000,0.00000000,0.00000000,none,5.248399,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Solana/bitwise-uscc custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,morpho-blue,HUSDC,yield_context_watch,none,15867499.00,3.075180,3.075180,0.00000000,5.092876,,,,0.00000000,0.00000000,0.00000000,none,5.092876,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,euler-v2,USDC,yield_context_watch,none,10543311.00,3.120740,3.120740,0.00000000,4.999942,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,4.999942,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Ethereum/euler-v2 custody, APY source, withdrawal path, capacity, and exit liquidity"
Plume Mainnet,bitwise-uscc,USCC,yield_context_watch,none,16395492.00,3.256750,3.256750,0.00000000,4.990832,,,,0.00000000,0.00000000,0.00000000,none,4.990832,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Plume Mainnet/bitwise-uscc custody, APY source, withdrawal path, capacity, and exit liquidity"
Mantle,aave-v3,USDT0,yield_context_watch,none,19668377.00,5.291760,3.197860,0.39568877,4.725616,,,,0.00000000,0.00000000,0.00000000,none,4.725616,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Mantle/aave-v3 custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,concrete,SRROYUSDC,yield_context_watch,none,12974207.00,3.221110,3.221110,0.00000000,4.594500,,,,0.00000000,0.00000000,0.00000000,none,4.594500,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/concrete custody, APY source, withdrawal path, capacity, and exit liquidity"
Monad,neverland,USDC,yield_context_watch,none,13241195.00,8.414810,2.973420,0.64664324,4.490569,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,4.490569,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Monad/neverland custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,superform,SUPERUSDC,yield_context_watch,none,11754494.00,6.070320,3.502020,0.42308972,3.940157,,,,0.00000000,0.00000000,0.00000000,none,3.940157,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Ethereum/superform custody, APY source, withdrawal path, capacity, and exit liquidity"
Solana,kamino-lend,USDC,yield_context_watch,none,34074808.00,3.041120,3.041120,0.00000000,3.860622,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,3.860622,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Solana/kamino-lend custody, APY source, withdrawal path, capacity, and exit liquidity"
Ethereum,fluid-lite,USDC,yield_context_watch,none,34496757.00,8.690000,0.000000,0.00000000,3.745323,USDC,watch,none,0.99969196,-0.00030804,14.91498070,exact_symbol,3.745323,paper_yield_without_peg_stress_watch,allocate_stablecoin_capital_after_ops_check,yield candidate has no current material peg stress in the peg screen,"check Ethereum/fluid-lite custody, APY source, withdrawal path, capacity, and exit liquidity"
Stable,morpho-blue,GTUSDTB,yield_context_watch,none,18502543.00,8.028260,2.374930,0.70417874,2.473872,,,,0.00000000,0.00000000,0.00000000,none,2.473872,yield_context_watch,none,yield is context but peg linkage is not yet actionable,"check Stable/morpho-blue custody, APY source, withdrawal path, capacity, and exit liquidity"
